Query,Label,Query_cleaned
SELECT AVG ( suddenly ) FROM start,0,select avg suddenly from start
SELECT * FROM realize WHERE successful NOT LIKE 'when%',0,select from realize where successful not like when
SELECT * FROM also WHERE test LIKE '%farm%',0,select from also where test like farm
SELECT * FROM recognize  WHERE sure NOT LIKE '[court]%',0,select from recognize where sure not like court
"  SELECT * FROM position WHERE broke IN  ( 'valuable', 'dinner', 'record' )  ",0,select from position where broke in valuable dinner record
"  SELECT * FROM actually WHERE supply NOT IN  ( 'influence', 'happy', 'stems' )  ",0,select from actually where supply not in influence happy stems
SELECT * FROM wife WHERE split IN  ( SELECT rise FROM good ) ,0,select from wife where split in select rise from good
SELECT * FROM club WHERE with  BETWEEN 10 AND 20,0,select from club where with between 10 and 20
SELECT * FROM compare WHERE Price NOT BETWEEN 10 AND 20,0,select from compare where price not between 10 and 20
SELECT * FROM copy WHERE solution BETWEEN 'like' AND 'speak',0,select from copy where solution between like and speak
"SELECT * FROM between WHERE immediately BETWEEN ""vapor"" AND    ""national""",0,select from between where immediately between vapor and national
SELECT * FROM additional WHERE writing NOT BETWEEN 'any' AND 'peace',0,select from additional where writing not between any and peace
SELECT * FROM piano WHERE found BETWEEN speak09/01/1996private AND produce15/31/1996change,0,select from piano where found between speak09 01 1996private and produce15 31 1996change
SELECT * FROM customs WHERE beat BETWEEN '1996-07-01' AND '1996-07-31',0,select from customs where beat between 1996 07 01 and 1996 07 31
SELECT AVG ( remove ) FROM pull SELECT SUM ( war ) ,0,select avg remove from pull select sum war
SELECT COUNT ( improve )  FROM control,0,select count improve from control
SELECT COUNT ( forceID ) FROM itself,0,select count forceid from itself
SELECT AVG ( Price ) FROM movie,0,select avg price from movie
SELECT * FROM tube WHERE hollow BETWEEN '1996-07-01' AND '1996-07-31',0,select from tube where hollow between 1996 07 01 and 1996 07 31
"  SELECT useID AS ID, musical AS line FROM something",0,select useid as id musical as line from something
"  SELECT centID AS ID, becoming AS tank FROM decide",0,select centid as id becoming as tank from decide
"  SELECT three AS silence, pour AS [colony]  FROM die",0,select three as silence pour as colony from die
"   SELECT street, money+ ', ' + factory+ ' ' + leather+ ', ' + topic AS smoke  FROM stepped",0,select street money factory leather topic as smoke from stepped
SELECT produce ( s ) FROM work INNER JOIN,0,select produce s from work inner join
"   SELECT those,separate,yellow,rhyme,front     (  (  son JOIN sleep ON nothing.am =  border.weak )   INNER JOIN fourthON Orders.afraid =  poor.poorID ) ",0,select those separate yellow rhyme front son join sleep on nothing am border weak inner join fourthon orders afraid poor poorid
SELECT manufacturing ( s )  FROM nearest LEFT JOIN,0,select manufacturing s from nearest left join
"  SELECT somewhere,list,up FROM log LEFT JOIN Orders ON income.pieID =  later.disappear ORDER BY summer.coast",0,select somewhere list up from log left join orders on income pieid later disappear order by summer coast
SELECT friend ( s FROM month RIGHT JOIN,0,select friend s from month right join
"  SELECT Orders.distancerID, Employees.said, Employees.sleep FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.memoryID ORDER BY Orders.rememberID",0,select orders distancerid employees said employees sleep from ordersright join employees on orders employeeid employees memoryid order by orders rememberid
SELECT wind ( s )  FROM fall FULL OUTER JOIN,0,select wind s from fall full outer join
" SELECT column_name ( s )  FROM itself,atom",0,select column_name s from itself atom
SELECT electric ( s )  FROM equally UNION,0,select electric s from equally union
SELECT exist ( s )  FROM duty SELECT rock ( s ) ,0,select exist s from duty select rock s
SELECT repeat ( s )  FROM tip UNION ALL,0,select repeat s from tip union all
SELECT memory ( s )  FROM powerful SELECT lying FROM money,0,select memory s from powerful select lying from money
SELECT diagram FROM service UNION SELECT independent FROM desert ORDER BY furniture,0,select diagram from service union select independent from desert order by furniture
SELECT plate FROM ability UNION ALL SELECT canal FROM sum ORDER BY slip,0,select plate from ability union all select canal from sum order by slip
"  SELECT excellent,funny FROM salt WHERE but = 'means' UNION SELECT muscle, percent FROM statement",0,select excellent funny from salt where but means union select muscle percent from statement
"   SELECT COUNT ( positive ) , sentence FROM ahead BY sometime",0,select count positive sentence from ahead by sometime
"   SELECT Employees.broken, COUNT ( Orders.populationID )  AS actFROM    ( OrdersINNER JOIN mood ON Orders.locateID  =  Employees.dutyID ) ",0,select employees broken count orders populationid as actfrom ordersinner join mood on orders locateid employees dutyid
SELECT * FROM only FETCH FIRST 50 PERCENT ROWS ONLY,0,select from only fetch first 50 percent rows only
SELECT drove,0,select drove
SELECT direct FROM church,0,select direct from church
SELECT DISTINCT composed FROM figure,0,select distinct composed from figure
SELECT COUNT ( DISTINCT round )  FROM pictured,0,select count distinct round from pictured
SELECT Count ( * )  AS chance,0,select count as chance
FROM  ( SELECT DISTINCT care FROM thy ) ,0,from select distinct care from thy
SELECT * FROM rope,0,select from rope
SELECT * FROM sale WHERE forget = 'first',0,select from sale where forget first
SELECT * FROM article WHERE lunch = 'upper',0,select from article where lunch upper
SELECT * FROM map  WHERE depth = leather,0,select from map where depth leather
SELECT * FROM nuts WHERE exercise = 'married'  AND City = 'step',0,select from nuts where exercise married and city step
SELECT * FROM give WHERE for = 'fighting'  OR mountain = 'whom',0,select from give where for fighting or mountain whom
SELECT * FROM earlier WHERE write = 'oxygen'  OR wool = 'lie',0,select from earlier where write oxygen or wool lie
SELECT * FROM board WHERE    NOT arrow = 'mind',0,select from board where not arrow mind
SELECT * FROM frequently WHERE interior = 'include'  AND  ( question = 'luck' OR earn = 'quiet' ) ,0,select from frequently where interior include and question luck or earn quiet
SELECT * FROM parent WHERE NOT could = 'nation'  AND NOT prevent = 'thank',0,select from parent where not could nation and not prevent thank
SELECT * FROM research ORDER BY rush,0,select from research order by rush
SELECT * FROM development ORDER BY load DESC,0,select from development order by load desc
" SELECT * FROM turn ORDER BY offer, hat",0,select from turn order by offer hat
" SELECT * FROM afraid ORDER BY wonderful ASC, leaf DESC",0,select from afraid order by wonderful asc leaf desc
"INSERT INTO gradually ( teeth, surprise, different, visitor, know, habit )  VALUES  ( 'lot', 'floor'. pig', 'cry', 'follow', 'twenty', 'sick' )  ",0,insert into gradually teeth surprise different visitor know habit values lot floor pig cry follow twenty sick
"INSERT INTO correctly  ( even, children, square )  VALUES  ( 'laid', 'have', 'basic' )  ",0,insert into correctly even children square values laid have basic
"   SELECT poet, missing, common FROM reason WHERE doing  IS NULL",0,select poet missing common from reason where doing is null
"   SELECT strike, last, teethFROM vegetable WHERE parent  IS NOT NULL",0,select strike last teethfrom vegetable where parent is not null
"  UPDATE bank SET attached =  'thrown', City =  'cut' WHERE using =  origin",0,update bank set attached thrown city cut where using origin
 UPDATE long SET list = 'choice'WHERE fierce = 'strong',0,update long set list choice where fierce strong
SELECT * FROM bar,0,select from bar
DELETE FROM seems WHERE cream = 'production',0,delete from seems where cream production
DELETE FROM eager,0,delete from eager
SELECT cutting ( s )  FROM other,0,select cutting s from other
SELECT * FROM  ( SELECT flies FROM keep ) ,0,select from select flies from keep
SELECT TOP 3 * FROM whistle,0,select top 3 from whistle
SELECT * FROM getting 3,0,select from getting 3
SELECT * FROM receive FETCH FIRST 3 ROWS ONLY,0,select from receive fetch first 3 rows only
SELECT TOP 50 PERCENT * FROM balloon,0,select top 50 percent from balloon
SELECT * FROM back FETCH FIRST 50 PERCENT ROWS ONLY,0,select from back fetch first 50 percent rows only
SELECT TOP 3 * FROM owner WHERE business = 'lunch',0,select top 3 from owner where business lunch
SELECT * FROM nothing WHERE social = 'simply' LIMIT 3,0,select from nothing where social simply limit 3
SELECT * FROM perfectly WHERE describe = 'fairly' FETCH FIRST 3 ROWS ONLY,0,select from perfectly where describe fairly fetch first 3 rows only
SELECT MIN ( depth )  AS queen FROM straw,0,select min depth as queen from straw
SELECT MIN ( tell )  AS difference FROM detail,0,select min tell as difference from detail
SELECT * FROM  ( SELECT service FROM bet ) ,0,select from select service from bet
SELECT TOP 3 * FROM business SELECT * FROM surface 3SELECT * FROM principal,0,select top 3 from business select from surface 3select from principal
SELECT * FROM come 3 SELECT * FROM coffee,0,select from come 3 select from coffee
SELECT * FROM final FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM some,0,select from final fetch first 3 rows only select top 50 percent from some
SELECT TOP 50 PERCENT * FROM perfect SELECT * FROM observe FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM gulf,0,select top 50 percent from perfect select from observe fetch first 50 percent rows onlyselect top 3 from gulf
SELECT * FROM month FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM dollar,0,select from month fetch first 50 percent rows onlyselect top 3 from dollar
SELECT TOP 3 * FROM consist WHERE pour = 'kept' SELECT * FROM whether,0,select top 3 from consist where pour kept select from whether
SELECT * FROM tired WHERE tank = 'including' LIMIT 3,0,select from tired where tank including limit 3
SELECT * FROM exciting WHERE printed = 'examine' FETCH FIRST 3 ROWS ONLY,0,select from exciting where printed examine fetch first 3 rows only
SELECT AVG ( recognize ) FROM quiet,0,select avg recognize from quiet
SELECT * FROM control WHERE telephone NOT LIKE '[unless]%',0,select from control where telephone not like unless
SELECT AVG ( storm ) FROM zulu SELECT SUM ( origin ) ,0,select avg storm from zulu select sum origin
SELECT AVG ( accurate ) FROM keep SELECT SUM ( knife ) ,0,select avg accurate from keep select sum knife
SELECT AVG ( plane )  FROM weather  SELECT SUM ( life ) ,0,select avg plane from weather select sum life
SELECT COUNT ( five ) FROM invented,0,select count five from invented
SELECT COUNT ( firm ) FROM element,0,select count firm from element
SELECT AVG ( ants ) FROM go,0,select avg ants from go
SELECT * FROM choose WHERE anyway NOT LIKE 'path%',0,select from choose where anyway not like path
SELECT * FROM attached WHERE story LIKE '%signal%',0,select from attached where story like signal
SELECT * FROM form  WHERE apple NOT LIKE '[additional]%',0,select from form where apple not like additional
"  SELECT * FROM nobody WHERE vertical IN  ( 'neighborhood', 'spent', 'opportunity' )  ",0,select from nobody where vertical in neighborhood spent opportunity
"  SELECT * FROM figure WHERE worker NOT IN  ( 'how', 'eye', 'familiar' )  ",0,select from figure where worker not in how eye familiar
SELECT * FROM composed WHERE machine IN  ( SELECT thou FROM beautiful ) ,0,select from composed where machine in select thou from beautiful
SELECT * FROM safe WHERE introduced  BETWEEN 10 AND 20,0,select from safe where introduced between 10 and 20
SELECT * FROM film WHERE Price NOT BETWEEN 10 AND 20,0,select from film where price not between 10 and 20
SELECT * FROM press WHERE brief BETWEEN 'neighborhood' AND 'bent',0,select from press where brief between neighborhood and bent
"SELECT * FROM parts WHERE storm BETWEEN ""part"" AND    ""tears""",0,select from parts where storm between part and tears
SELECT * FROM tea WHERE captain NOT BETWEEN 'just' AND 'park',0,select from tea where captain not between just and park
SELECT * FROM body WHERE canal BETWEEN useful09/01/1996mind AND mountain15/31/1996thing,0,select from body where canal between useful09 01 1996mind and mountain15 31 1996thing
SELECT * FROM column WHERE aloud BETWEEN '1996-07-01' AND '1996-07-31',0,select from column where aloud between 1996 07 01 and 1996 07 31
SELECT AVG ( practical ) FROM brother SELECT SUM ( yes ) ,0,select avg practical from brother select sum yes
SELECT COUNT ( tightly )  FROM eleven,0,select count tightly from eleven
SELECT COUNT ( fliesID ) FROM grandfather,0,select count fliesid from grandfather
SELECT * FROM clothing WHERE laugh BETWEEN '1996-07-01' AND '1996-07-31',0,select from clothing where laugh between 1996 07 01 and 1996 07 31
"  SELECT duckID AS ID, gulf AS shelter FROM slept",0,select duckid as id gulf as shelter from slept
"  SELECT fallenID AS ID, certain AS stay FROM supply",0,select fallenid as id certain as stay from supply
"  SELECT important AS add, particular AS [into]  FROM dull",0,select important as add particular as into from dull
"   SELECT excitement, open+ ', ' + fair+ ' ' + valley+ ', ' + winter AS like  FROM very",0,select excitement open fair valley winter as like from very
SELECT nation ( s ) FROM spend INNER JOIN,0,select nation s from spend inner join
"   SELECT girl,horn,round,honor,like     (  (  course JOIN he ON slight.arrow =  general.motor )   INNER JOIN frogON Orders.cause =  somebody.ridingID ) ",0,select girl horn round honor like course join he on slight arrow general motor inner join frogon orders cause somebody ridingid
SELECT speed ( s )  FROM former LEFT JOIN,0,select speed s from former left join
"  SELECT alike,tell,pile FROM usually LEFT JOIN Orders ON yesterday.silkID =  feet.zero ORDER BY steady.hill",0,select alike tell pile from usually left join orders on yesterday silkid feet zero order by steady hill
SELECT rising ( s FROM turn RIGHT JOIN,0,select rising s from turn right join
"  SELECT Orders.relationshiprID, Employees.press, Employees.natural FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.planningID ORDER BY Orders.dogID",0,select orders relationshiprid employees press employees natural from ordersright join employees on orders employeeid employees planningid order by orders dogid
SELECT where ( s )  FROM subject FULL OUTER JOIN,0,select where s from subject full outer join
" SELECT column_name ( s )  FROM please,lucky",0,select column_name s from please lucky
SELECT frighten ( s )  FROM test UNION,0,select frighten s from test union
SELECT sentence ( s )  FROM good SELECT play ( s ) ,0,select sentence s from good select play s
SELECT her ( s )  FROM fox UNION ALL,0,select her s from fox union all
SELECT fewer ( s )  FROM life SELECT throughout FROM ear,0,select fewer s from life select throughout from ear
SELECT led FROM camera UNION SELECT claws FROM hello ORDER BY outside,0,select led from camera union select claws from hello order by outside
SELECT scientist FROM purple UNION ALL SELECT period FROM industrial ORDER BY doll,0,select scientist from purple union all select period from industrial order by doll
"  SELECT name,driving FROM political WHERE sang = 'village' UNION SELECT wide, average FROM pictured",0,select name driving from political where sang village union select wide average from pictured
"   SELECT COUNT ( worry ) , stream FROM shop BY sheet",0,select count worry stream from shop by sheet
"   SELECT Employees.surrounded, COUNT ( Orders.exclaimedID )  AS rushFROM    ( OrdersINNER JOIN accurate ON Orders.herselfID  =  Employees.sitID ) ",0,select employees surrounded count orders exclaimedid as rushfrom ordersinner join accurate on orders herselfid employees sitid
SELECT * FROM post FETCH FIRST 50 PERCENT ROWS ONLY,0,select from post fetch first 50 percent rows only
SELECT getting,0,select getting
SELECT * FROM ocean,0,select from ocean
SELECT number FROM may,0,select number from may
SELECT DISTINCT hollow FROM ordinary,0,select distinct hollow from ordinary
SELECT COUNT ( DISTINCT question )  FROM properly,0,select count distinct question from properly
SELECT Count ( * )  AS instant,0,select count as instant
FROM  ( SELECT DISTINCT rhyme FROM cake ) ,0,from select distinct rhyme from cake
SELECT * FROM easy,0,select from easy
SELECT * FROM rose WHERE particles = 'gather',0,select from rose where particles gather
SELECT * FROM property WHERE save = 'condition',0,select from property where save condition
SELECT * FROM foot  WHERE lion = joined,0,select from foot where lion joined
SELECT * FROM movie WHERE physical = 'man'  AND City = 'leather',0,select from movie where physical man and city leather
SELECT * FROM student WHERE third = 'mistake'  OR came = 'seems',0,select from student where third mistake or came seems
SELECT * FROM bell WHERE you = 'nodded'  OR use = 'gave',0,select from bell where you nodded or use gave
SELECT * FROM realize WHERE    NOT tent = 'funny',0,select from realize where not tent funny
SELECT * FROM among WHERE popular = 'common'  AND  ( leather = 'friend' OR bent = 'somebody' ) ,0,select from among where popular common and leather friend or bent somebody
SELECT * FROM welcome WHERE NOT eat = 'family'  AND NOT prove = 'explanation',0,select from welcome where not eat family and not prove explanation
SELECT * FROM slowly ORDER BY wooden,0,select from slowly order by wooden
SELECT * FROM per ORDER BY younger DESC,0,select from per order by younger desc
" SELECT * FROM driving ORDER BY ants, inside",0,select from driving order by ants inside
" SELECT * FROM express ORDER BY independent ASC, love DESC",0,select from express order by independent asc love desc
"INSERT INTO prove ( hand, remain, teacher, chance, getting, experience )  VALUES  ( 'regular', 'extra'. obtain', 'beyond', 'mirror', 'zoo', 'search' )  ",0,insert into prove hand remain teacher chance getting experience values regular extra obtain beyond mirror zoo search
"INSERT INTO plan  ( buffalo, particularly, pencil )  VALUES  ( 'danger', 'ready', 'bush' )  ",0,insert into plan buffalo particularly pencil values danger ready bush
"   SELECT pig, obtain, rising FROM according WHERE excited  IS NULL",0,select pig obtain rising from according where excited is null
"   SELECT quite, window, watchFROM edge WHERE onto  IS NOT NULL",0,select quite window watchfrom edge where onto is not null
"  UPDATE plain SET basket =  'line', City =  'solution' WHERE organized =  frozen",0,update plain set basket line city solution where organized frozen
 UPDATE collect SET couple = 'battle'WHERE bigger = 'earth',0,update collect set couple battle where bigger earth
SELECT * FROM mainly,0,select from mainly
DELETE FROM class WHERE rubbed = 'sold',0,delete from class where rubbed sold
DELETE FROM method,0,delete from method
SELECT fallen ( s )  FROM roll,0,select fallen s from roll
SELECT * FROM  ( SELECT rain FROM lion ) ,0,select from select rain from lion
SELECT * FROM everyone 3,0,select from everyone 3
SELECT * FROM morning FETCH FIRST 3 ROWS ONLY,0,select from morning fetch first 3 rows only
SELECT TOP 50 PERCENT * FROM conversation,0,select top 50 percent from conversation
SELECT * FROM warn FETCH FIRST 50 PERCENT ROWS ONLY,0,select from warn fetch first 50 percent rows only
SELECT TOP 3 * FROM wheat WHERE along = 'swept',0,select top 3 from wheat where along swept
SELECT * FROM bread WHERE bit = 'whom' LIMIT 3,0,select from bread where bit whom limit 3
SELECT * FROM arrangement WHERE port = 'grandfather' FETCH FIRST 3 ROWS ONLY,0,select from arrangement where port grandfather fetch first 3 rows only
SELECT MIN ( measure )  AS apple FROM dropped,0,select min measure as apple from dropped
SELECT MIN ( cheese )  AS correctly FROM store,0,select min cheese as correctly from store
SELECT * FROM  ( SELECT announced FROM knew ) ,0,select from select announced from knew
SELECT TOP 3 * FROM temperature SELECT * FROM nearest 3SELECT * FROM vessels,0,select top 3 from temperature select from nearest 3select from vessels
SELECT * FROM cow 3 SELECT * FROM high,0,select from cow 3 select from high
SELECT * FROM love FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM tired,0,select from love fetch first 3 rows only select top 50 percent from tired
SELECT TOP 50 PERCENT * FROM sad SELECT * FROM peace FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM shake,0,select top 50 percent from sad select from peace fetch first 50 percent rows onlyselect top 3 from shake
SELECT * FROM needs FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM variety,0,select from needs fetch first 50 percent rows onlyselect top 3 from variety
SELECT TOP 3 * FROM daily WHERE wood = 'appropriate' SELECT * FROM income,0,select top 3 from daily where wood appropriate select from income
SELECT * FROM thou WHERE attention = 'rays' LIMIT 3,0,select from thou where attention rays limit 3
SELECT * FROM settlers WHERE lonely = 'brought' FETCH FIRST 3 ROWS ONLY,0,select from settlers where lonely brought fetch first 3 rows only
SELECT AVG ( third ) FROM whether,0,select avg third from whether
SELECT * FROM no WHERE heard NOT LIKE '[dog]%',0,select from no where heard not like dog
SELECT AVG ( gravity ) FROM fence SELECT SUM ( largest ) ,0,select avg gravity from fence select sum largest
SELECT AVG ( vowel ) FROM trade SELECT SUM ( plates ) ,0,select avg vowel from trade select sum plates
SELECT AVG ( curve )  FROM cat  SELECT SUM ( read ) ,0,select avg curve from cat select sum read
SELECT COUNT ( flies ) FROM gate,0,select count flies from gate
SELECT COUNT ( steady ) FROM recognize,0,select count steady from recognize
SELECT AVG ( alone ) FROM sea,0,select avg alone from sea
SELECT * FROM wooden WHERE grandmother NOT LIKE 'tonight%',0,select from wooden where grandmother not like tonight
SELECT * FROM pocket WHERE railroad LIKE '%lungs%',0,select from pocket where railroad like lungs
SELECT * FROM now  WHERE therefore NOT LIKE '[learn]%',0,select from now where therefore not like learn
"  SELECT * FROM garage WHERE exactly IN  ( 'above', 'shut', 'becoming' )  ",0,select from garage where exactly in above shut becoming
"  SELECT * FROM drove WHERE imagine NOT IN  ( 'national', 'private', 'company' )  ",0,select from drove where imagine not in national private company
SELECT * FROM sky WHERE bar IN  ( SELECT asleep FROM balloon ) ,0,select from sky where bar in select asleep from balloon
SELECT * FROM play WHERE aware  BETWEEN 10 AND 20,0,select from play where aware between 10 and 20
SELECT * FROM hold WHERE Price NOT BETWEEN 10 AND 20,0,select from hold where price not between 10 and 20
SELECT * FROM depth WHERE since BETWEEN 'supper' AND 'rope',0,select from depth where since between supper and rope
"SELECT * FROM dull WHERE nuts BETWEEN ""worth"" AND    ""given""",0,select from dull where nuts between worth and given
SELECT * FROM sail WHERE have NOT BETWEEN 'people' AND 'form',0,select from sail where have not between people and form
SELECT * FROM follow WHERE habit BETWEEN garden09/01/1996rich AND nice15/31/1996hat,0,select from follow where habit between garden09 01 1996rich and nice15 31 1996hat
SELECT * FROM fact WHERE brown BETWEEN '1996-07-01' AND '1996-07-31',0,select from fact where brown between 1996 07 01 and 1996 07 31
SELECT AVG ( load ) FROM mountain SELECT SUM ( write ) ,0,select avg load from mountain select sum write
SELECT COUNT ( motion )  FROM topic,0,select count motion from topic
SELECT COUNT ( beginningID ) FROM were,0,select count beginningid from were
SELECT AVG ( Price ) FROM carry,0,select avg price from carry
SELECT * FROM saved WHERE best BETWEEN '1996-07-01' AND '1996-07-31',0,select from saved where best between 1996 07 01 and 1996 07 31
"  SELECT onceID AS ID, young AS modern FROM knife",0,select onceid as id young as modern from knife
"  SELECT alongID AS ID, growth AS experience FROM tales",0,select alongid as id growth as experience from tales
"  SELECT further AS winter, middle AS [string]  FROM doubt",0,select further as winter middle as string from doubt
"   SELECT within, badly+ ', ' + whistle+ ' ' + entire+ ', ' + plenty AS avoid  FROM does",0,select within badly whistle entire plenty as avoid from does
SELECT second ( s ) FROM house INNER JOIN,0,select second s from house inner join
"   SELECT muscle,thought,pay,depend,replied     (  (  forty JOIN pencil ON picture.club =  worried.shelter )   INNER JOIN adjectiveON Orders.every =  how.averageID ) ",0,select muscle thought pay depend replied forty join pencil on picture club worried shelter inner join adjectiveon orders every how averageid
SELECT did ( s )  FROM dear LEFT JOIN,0,select did s from dear left join
"  SELECT serious,season,value FROM horn LEFT JOIN Orders ON huge.studiedID =  bigger.die ORDER BY exclaimed.for",0,select serious season value from horn left join orders on huge studiedid bigger die order by exclaimed for
SELECT gave ( s FROM lady RIGHT JOIN,0,select gave s from lady right join
"  SELECT Orders.particlesrID, Employees.definition, Employees.only FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.containID ORDER BY Orders.railroadID",0,select orders particlesrid employees definition employees only from ordersright join employees on orders employeeid employees containid order by orders railroadid
SELECT everybody ( s )  FROM spell FULL OUTER JOIN,0,select everybody s from spell full outer join
" SELECT column_name ( s )  FROM our,swept",0,select column_name s from our swept
SELECT tower ( s )  FROM sometime UNION,0,select tower s from sometime union
SELECT path ( s )  FROM handsome SELECT chapter ( s ) ,0,select path s from handsome select chapter s
SELECT flight ( s )  FROM means UNION ALL,0,select flight s from means union all
SELECT zero ( s )  FROM rabbit SELECT travel FROM industry,0,select zero s from rabbit select travel from industry
SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,0,select eager from has union select were from gas order by around
SELECT knowledge FROM fog UNION ALL SELECT column FROM bowl ORDER BY wing,0,select knowledge from fog union all select column from bowl order by wing
"  SELECT pole,longer FROM putting WHERE goose = 'sweet' UNION SELECT improve, stomach FROM stems",0,select pole longer from putting where goose sweet union select improve stomach from stems
"   SELECT COUNT ( bicycle ) , dangerous FROM afternoon BY fog",0,select count bicycle dangerous from afternoon by fog
"   SELECT Employees.thirty, COUNT ( Orders.mightyID )  AS peopleFROM    ( OrdersINNER JOIN plus ON Orders.receiveID  =  Employees.mainID ) ",0,select employees thirty count orders mightyid as peoplefrom ordersinner join plus on orders receiveid employees mainid
SELECT heart,0,select heart
SELECT * FROM gray,0,select from gray
SELECT plane FROM require,0,select plane from require
SELECT DISTINCT shadow FROM dog,0,select distinct shadow from dog
SELECT COUNT ( DISTINCT electricity )  FROM design,0,select count distinct electricity from design
SELECT Count ( * )  AS partly,0,select count as partly
FROM  ( SELECT DISTINCT serious FROM involved ) ,0,from select distinct serious from involved
SELECT * FROM laugh,0,select from laugh
SELECT * FROM up WHERE influence = 'another',0,select from up where influence another
SELECT * FROM coach WHERE rose = 'wooden',0,select from coach where rose wooden
SELECT * FROM fog  WHERE separate = able,0,select from fog where separate able
SELECT * FROM announced WHERE stop = 'tired'  AND City = 'oldest',0,select from announced where stop tired and city oldest
SELECT * FROM was WHERE movement = 'ate'  OR asleep = 'waste',0,select from was where movement ate or asleep waste
SELECT * FROM water WHERE dear = 'street'  OR bite = 'are',0,select from water where dear street or bite are
SELECT * FROM hill WHERE    NOT beyond = 'great',0,select from hill where not beyond great
SELECT * FROM great WHERE expect = 'shape'  AND  ( immediately = 'either' OR sand = 'early' ) ,0,select from great where expect shape and immediately either or sand early
SELECT * FROM fruit WHERE NOT recall = 'wheel'  AND NOT breathing = 'team',0,select from fruit where not recall wheel and not breathing team
SELECT * FROM including ORDER BY establish,0,select from including order by establish
SELECT * FROM dinner ORDER BY also DESC,0,select from dinner order by also desc
" SELECT * FROM happy ORDER BY power, promised",0,select from happy order by power promised
" SELECT * FROM strong ORDER BY said ASC, yard DESC",0,select from strong order by said asc yard desc
"INSERT INTO fox ( helpful, being, like, harder, pound, contain )  VALUES  ( 'growth', 'attention'. should', 'clearly', 'instead', 'studied', 'ahead' )  ",0,insert into fox helpful being like harder pound contain values growth attention should clearly instead studied ahead
"INSERT INTO stay  ( pond, desk, addition )  VALUES  ( 'lunch', 'completely', 'active' )  ",0,insert into stay pond desk addition values lunch completely active
"   SELECT box, behavior, sit FROM lost WHERE stock  IS NULL",0,select box behavior sit from lost where stock is null
"   SELECT form, copy, sawFROM why WHERE fat  IS NOT NULL",0,select form copy sawfrom why where fat is not null
"  UPDATE collect SET pocket =  'particular', City =  'rest' WHERE struck =  limited",0,update collect set pocket particular city rest where struck limited
 UPDATE basic SET frozen = 'bean'WHERE examine = 'row',0,update basic set frozen bean where examine row
SELECT * FROM even,0,select from even
DELETE FROM port WHERE just = 'one',0,delete from port where just one
DELETE FROM hunter,0,delete from hunter
SELECT go ( s )  FROM remarkable,0,select go s from remarkable
SELECT * FROM  ( SELECT original FROM wall ) ,0,select from select original from wall
SELECT TOP 3 * FROM say,0,select top 3 from say
SELECT * FROM official 3,0,select from official 3
SELECT * FROM under FETCH FIRST 3 ROWS ONLY,0,select from under fetch first 3 rows only
SELECT TOP 50 PERCENT * FROM ill,0,select top 50 percent from ill
SELECT * FROM church FETCH FIRST 50 PERCENT ROWS ONLY,0,select from church fetch first 50 percent rows only
SELECT TOP 3 * FROM paint WHERE change = 'metal',0,select top 3 from paint where change metal
SELECT * FROM golden WHERE conversation = 'whether' LIMIT 3,0,select from golden where conversation whether limit 3
SELECT * FROM almost WHERE substance = 'garage' FETCH FIRST 3 ROWS ONLY,0,select from almost where substance garage fetch first 3 rows only
SELECT MIN ( bound )  AS slope FROM date,0,select min bound as slope from date
SELECT MIN ( plate )  AS fill FROM apart,0,select min plate as fill from apart
SELECT * FROM  ( SELECT start FROM production ) ,0,select from select start from production
SELECT TOP 3 * FROM limited SELECT * FROM wave 3SELECT * FROM cent,0,select top 3 from limited select from wave 3select from cent
SELECT * FROM eventually 3 SELECT * FROM held,0,select from eventually 3 select from held
SELECT * FROM stepped FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM speak,0,select from stepped fetch first 3 rows only select top 50 percent from speak
SELECT TOP 50 PERCENT * FROM read SELECT * FROM kept FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM beyond,0,select top 50 percent from read select from kept fetch first 50 percent rows onlyselect top 3 from beyond
SELECT * FROM pool FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM peace,0,select from pool fetch first 50 percent rows onlyselect top 3 from peace
SELECT TOP 3 * FROM discuss WHERE enjoy = 'needle' SELECT * FROM still,0,select top 3 from discuss where enjoy needle select from still
SELECT * FROM monkey WHERE basket = 'corn' LIMIT 3,0,select from monkey where basket corn limit 3
SELECT * FROM stop WHERE to = 'congress' FETCH FIRST 3 ROWS ONLY,0,select from stop where to congress fetch first 3 rows only
SELECT AVG ( they ) FROM bone,0,select avg they from bone
